YEAR,MONTH,DAY_OF_MONTH,NEIGHBOURHOOD,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION
340621,2011,5,25,Kensington-Cedar Cottage,49.26228935,-123.0659174,17,34,2,1
340636,2011,12,30,Strathcona,49.28213337,-123.0914222,0,58,4,1
340638,2011,10,22,Hastings-Sunrise,49.2782752,-123.0441058,1,1,5,1
340653,2011,5,3,Strathcona,49.28134324,-123.0771075,17,27,1,1
340654,2011,11,13,Strathcona,49.28134324,-123.0771075,12,57,6,1
340657,2011,2,8,Central Business District,49.28140466,-123.1022693,7,8,1,1
340671,2011,7,28,Strathcona,49.28108422,-123.0871717,17,25,3,1
340679,2011,10,22,Hastings-Sunrise,49.28115818,-123.0545855,10,57,5,1
340682,2011,12,6,Hastings-Sunrise,49.28113223,-123.0257253,7,46,1,1
340687,2011,1,19,Strathcona,49.28134396,-123.0996842,15,35,2,1
340695,2011,11,8,Hastings-Sunrise,49.28115938,-123.0519868,8,44,1,1
340717,2011,1,14,Grandview-Woodland,49.2811736,-123.0597691,16,31,4,1
340724,2011,10,25,Sunset,49.20905502,-123.0807981,14,47,1,1
340742,2011,7,4,Strathcona,49.28032952,-123.0973173,12,8,0,1
340751,2011,1,15,Renfrew-Collingwood,49.23756997,-123.048809,10,22,5,1
340759,2011,11,23,Central Business District,49.27788907,-123.1103874,17,21,2,1
340784,2011,6,26,Grandview-Woodland,49.28222673,-123.0740976,17,9,6,1
340789,2011,11,24,Mount Pleasant,49.25793802,-123.0892198,18,15,3,1
340799,2011,2,12,Riley Park,49.24554183,-123.0902142,17,50,5,1
340803,2011,4,16,Riley Park,49.23568282,-123.0904985,2,49,5,1
340806,2011,12,6,Sunset,49.23098721,-123.0906135,11,24,1,1
340807,2011,12,10,Sunset,49.23098721,-123.0906135,20,43,5,1
340811,2011,3,26,Sunset,49.22827059,-123.0906772,11,39,5,1
340826,2011,10,25,Sunset,49.21301427,-123.0911024,18,50,1,1
340832,2011,2,14,Kensington-Cedar Cottage,49.24866322,-123.0901512,18,31,0,1
340888,2011,5,15,Renfrew-Collingwood,49.25818889,-123.0441979,0,11,6,1
340902,2011,3,14,Grandview-Woodland,49.26371732,-123.0697816,12,53,0,1
340904,2011,5,1,Kensington-Cedar Cottage,49.25779666,-123.0566487,19,25,6,1
340917,2011,3,10,Central Business District,49.2836311,-123.1163953,1,28,3,1
340918,2011,2,24,Central Business District,49.28363111,-123.1163816,12,41,3,1
340931,2011,10,26,Marpole,49.21736377,-123.1402291,11,14,2,1
340938,2011,5,30,Fairview,49.26262988,-123.138543,16,1,0,1
340945,2011,11,11,Fairview,49.25981414,-123.1387413,14,20,4,1
340967,2011,8,4,Kerrisdale,49.23433856,-123.1396315,13,19,3,1
340968,2011,2,16,Kerrisdale,49.22877936,-123.1397394,19,7,2,1
340975,2011,1,4,Kerrisdale,49.22169975,-123.1400216,22,40,1,1
340987,2011,11,24,Marpole,49.20853001,-123.1405473,14,30,3,1
341010,2011,6,25,Shaughnessy,49.24930727,-123.1391103,3,51,5,1
341013,2011,5,11,Shaughnessy,49.24950519,-123.1390972,22,30,2,1
341025,2011,3,29,West End,49.29076922,-123.1365315,17,22,1,1
341030,2011,7,4,Strathcona,49.28204674,-123.0871184,11,45,0,1
341034,2011,6,9,Fairview,49.2586027,-123.1200746,16,32,3,1
341037,2011,11,12,Oakridge,49.22636904,-123.1235949,22,55,5,1
341042,2011,11,13,Strathcona,49.28116337,-123.0895367,3,28,6,1
341058,2011,5,8,Fairview,49.26529539,-123.1360764,11,3,6,1
341059,2011,6,8,Fairview,49.26529539,-123.1360764,16,45,2,1
341072,2011,10,15,Central Business District,49.27733967,-123.1201063,15,16,5,1
341075,2011,12,11,Central Business District,49.27317777,-123.1258563,19,48,6,1
341081,2011,7,30,Central Business District,49.27840147,-123.1281382,1,52,5,1
341082,2011,8,27,Central Business District,49.27840147,-123.1281382,16,36,5,1
341087,2011,6,4,Central Business District,49.28489743,-123.1183509,1,10,5,1
341103,2011,3,30,Central Business District,49.27779983,-123.1272017,15,53,2,1
341104,2011,5,24,Central Business District,49.27779983,-123.1272017,8,15,1,1
341105,2011,9,4,Central Business District,49.27779983,-123.1272017,3,30,6,1
341109,2011,8,22,Central Business District,49.27675462,-123.1287938,3,42,0,1
341110,2011,12,13,Central Business District,49.27675462,-123.1287938,0,19,1,1
341111,2011,12,16,Central Business District,49.27675462,-123.1287938,21,22,4,1
341118,2011,12,24,Central Business District,49.27990813,-123.1240448,3,25,5,1
341124,2011,10,20,Central Business District,49.28098027,-123.1224388,3,18,3,1
341125,2011,12,26,Central Business District,49.28098027,-123.1224388,23,31,0,1
341152,2011,3,6,Strathcona,49.28306733,-123.0933489,17,27,6,1
341153,2011,11,8,Strathcona,49.28306733,-123.0933489,15,44,1,1
341154,2011,1,4,Strathcona,49.28307632,-123.093349,22,6,1,1
341171,2011,8,4,Renfrew-Collingwood,49.23416549,-123.0359345,13,25,3,1
341179,2011,1,4,Renfrew-Collingwood,49.23824154,-123.0318437,11,12,1,1
341182,2011,5,6,Hastings-Sunrise,49.28115818,-123.0545855,9,31,4,1
341183,2011,5,18,Hastings-Sunrise,49.28115818,-123.0545855,18,31,2,1
341184,2011,8,3,Hastings-Sunrise,49.28115818,-123.0545855,14,2,2,1
341208,2011,1,29,Killarney,49.23228867,-123.0235983,18,24,5,1
341210,2011,5,3,Renfrew-Collingwood,49.23461495,-123.0368964,18,45,1,1
341217,2011,6,23,Mount Pleasant,49.26196918,-123.0986694,13,56,3,1
341226,2011,2,20,Mount Pleasant,49.25987507,-123.0965762,2,15,6,1
341259,2011,11,11,Renfrew-Collingwood,49.23641977,-123.0459093,20,11,4,1
341263,2011,11,12,Kensington-Cedar Cottage,49.25014853,-123.0761245,13,59,5,1
341265,2011,5,6,Killarney,49.23216211,-123.0264828,17,41,4,1
341266,2011,12,28,Killarney,49.23218022,-123.0259334,15,19,2,1
341282,2011,9,13,Renfrew-Collingwood,49.23593539,-123.0423372,22,24,1,1
341284,2011,9,16,Renfrew-Collingwood,49.24000534,-123.054073,15,11,4,1
341286,2011,12,9,Renfrew-Collingwood,49.23200799,-123.0312628,13,36,4,1
341293,2011,5,31,Grandview-Woodland,49.27213693,-123.0696147,14,27,1,1
341297,2011,4,4,Kensington-Cedar Cottage,49.25531192,-123.0759263,10,11,0,1
341305,2011,5,2,Kensington-Cedar Cottage,49.23273312,-123.077073,6,47,0,1
341312,2011,9,9,Sunset,49.22336882,-123.0774155,19,4,4,1
341325,2011,1,5,Victoria-Fraserview,49.21813382,-123.0770503,18,35,2,1
341328,2011,4,15,Sunset,49.21637973,-123.0770613,14,10,4,1
341329,2011,10,26,Sunset,49.21637973,-123.0770613,19,30,2,1
341347,2011,2,13,Sunset,49.21221488,-123.0771235,16,42,6,1
341361,2011,9,6,Fairview,49.26241105,-123.1253616,18,57,1,1
341362,2011,10,14,Fairview,49.26241105,-123.1253616,18,13,4,1
341376,2011,10,19,Hastings-Sunrise,49.26348301,-123.0284925,19,25,2,1
341394,2011,11,22,Arbutus Ridge,49.24818964,-123.1678657,9,53,1,1
341399,2011,9,9,Central Business District,49.28409664,-123.0994973,15,54,4,1
341422,2011,5,14,Mount Pleasant,49.26900174,-123.1006353,21,19,5,1
341423,2011,6,24,Mount Pleasant,49.26900174,-123.1006353,0,0,4,1
341424,2011,8,12,Mount Pleasant,49.26900174,-123.1006353,19,28,4,1
341425,2011,10,15,Mount Pleasant,49.26900174,-123.1006353,0,34,5,1
341426,2011,10,18,Mount Pleasant,49.26900174,-123.1006353,18,7,1,1
341428,2011,6,30,Riley Park,49.24327477,-123.1013662,10,52,3,1
341429,2011,7,8,Riley Park,49.24327477,-123.1013662,23,41,4,1
341447,2011,7,16,Sunset,49.21581169,-123.1019966,0,2,5,1
341472,2011,3,29,Central Business District,49.28037246,-123.0997098,6,20,1,1
341473,2011,6,1,Central Business District,49.28037246,-123.0997098,14,45,2,1
341474,2011,6,18,Central Business District,49.28037246,-123.0997098,1,55,5,1
341475,2011,8,1,Central Business District,49.28037246,-123.0997098,19,55,0,1
341476,2011,9,11,Central Business District,49.28037246,-123.0997098,16,13,6,1
341477,2011,9,29,Central Business District,49.28037246,-123.0997098,6,20,3,1
341496,2011,11,12,Sunset,49.21104398,-123.1022339,22,5,5,1
341500,2011,11,6,Mount Pleasant,49.27277118,-123.1001069,10,29,6,1
341501,2011,11,30,Strathcona,49.27274434,-123.0999418,6,46,2,1
341504,2011,5,15,Strathcona,49.27285228,-123.0999421,2,21,6,1
341517,2011,1,30,Kerrisdale,49.23452974,-123.1520774,10,58,6,1
341518,2011,7,5,Kitsilano,49.26377524,-123.1505453,16,14,1,1
341538,2011,10,31,Hastings-Sunrise,49.28878158,-123.0440602,15,55,0,1
341551,2011,4,7,Grandview-Woodland,49.28929786,-123.0565472,8,32,3,1
341556,2011,12,20,Grandview-Woodland,49.27292662,-123.0565973,15,2,1,1
341558,2011,6,6,Grandview-Woodland,49.27327744,-123.0565839,13,33,0,1
341568,2011,3,7,Kensington-Cedar Cottage,49.25234558,-123.0566012,17,42,0,1
341577,2011,1,24,Kensington-Cedar Cottage,49.23978719,-123.0587162,19,39,0,1
341588,2011,11,18,Kensington-Cedar Cottage,49.26212338,-123.0565986,23,37,4,1
341589,2011,12,10,Kensington-Cedar Cottage,49.26212338,-123.0565986,22,35,5,1
341604,2011,8,2,Kensington-Cedar Cottage,49.25846232,-123.0566219,6,56,1,1
341607,2011,6,22,Kensington-Cedar Cottage,49.25779666,-123.0566487,14,43,2,1
341613,2011,11,4,Renfrew-Collingwood,49.24186538,-123.0581279,15,56,4,1
341618,2011,1,14,Grandview-Woodland,49.27384413,-123.0565846,18,43,4,1
341622,2011,9,19,Grandview-Woodland,49.2748378,-123.0656592,7,55,0,1
341639,2011,8,5,Central Business District,49.2760285,-123.1180409,16,20,4,1
341644,2011,3,2,Central Business District,49.27924355,-123.1230532,3,3,2,1
341655,2011,4,23,Central Business District,49.27797731,-123.121084,4,17,5,1
341656,2011,1,5,West End,49.28249437,-123.1280525,17,31,2,1
341663,2011,9,6,Hastings-Sunrise,49.27744863,-123.0414379,7,33,1,1
341665,2011,10,7,Hastings-Sunrise,49.26937094,-123.0414723,21,29,4,1
341670,2011,8,14,West Point Grey,49.26871109,-123.1996887,20,33,6,1
341680,2011,3,21,Marpole,49.21445223,-123.1300324,14,20,0,1
341681,2011,9,15,Marpole,49.21445223,-123.1300324,14,13,3,1
341682,2011,11,19,Marpole,49.21445223,-123.1300324,14,3,5,1
341689,2011,10,14,Marpole,49.20458398,-123.1304047,15,34,4,1
341695,2011,4,7,Fairview,49.26243663,-123.1266537,16,6,3,1
341704,2011,1,25,Fairview,49.25711984,-123.1272173,8,16,1,1
341707,2011,4,9,Shaughnessy,49.24814221,-123.1275789,20,29,5,1
341716,2011,4,18,Shaughnessy,49.23764434,-123.127964,18,5,0,1
341735,2011,10,18,Marpole,49.21711571,-123.1292567,8,26,1,1
341737,2011,6,10,Marpole,49.21297692,-123.130111,20,21,4,1
341738,2011,6,30,Marpole,49.21297692,-123.130111,9,46,3,1
341743,2011,6,29,Marpole,49.21073699,-123.1302012,13,2,2,1
341771,2011,7,5,Marpole,49.21420652,-123.1064421,18,56,1,1
341772,2011,11,15,Marpole,49.2122814,-123.106589,14,35,1,1
341777,2011,9,2,Mount Pleasant,49.26300714,-123.1048977,11,12,4,1
341797,2011,5,10,West End,49.27694843,-123.1324101,17,43,1,1
341801,2011,12,14,Central Business District,49.27564632,-123.1304819,19,32,2,1
341806,2011,1,27,Hastings-Sunrise,49.28299319,-123.0545875,20,10,3,1
341815,2011,11,18,Hastings-Sunrise,49.27536263,-123.0389065,14,57,4,1
341817,2011,12,13,Hastings-Sunrise,49.27579823,-123.0520225,6,55,1,1
341823,2011,7,7,Fairview,49.270621,-123.143143,15,10,3,1
341838,2011,11,23,Strathcona,49.28311068,-123.0953428,22,5,2,1
341841,2011,1,13,Strathcona,49.28307632,-123.093349,9,34,3,1
341842,2011,2,11,Strathcona,49.28307632,-123.093349,12,3,4,1
341845,2011,7,8,Grandview-Woodland,49.28483152,-123.0655212,15,8,4,1
341857,2011,9,12,Sunset,49.22929959,-123.0973819,13,54,0,1
341866,2011,7,13,Sunset,49.21838802,-123.0977449,4,14,2,1
341868,2011,8,4,Sunset,49.2134315,-123.0978862,7,39,3,1
341871,2011,5,18,Mount Pleasant,49.26263707,-123.0960043,9,15,2,1
341888,2011,6,18,Strathcona,49.27675633,-123.099785,10,55,5,1
341891,2011,4,18,Mount Pleasant,49.26915281,-123.1027251,13,33,0,1
341903,2011,3,7,Renfrew-Collingwood,49.25540035,-123.0442503,20,58,0,1
341924,2011,3,3,Hastings-Sunrise,49.28115368,-123.0440396,20,46,3,1
341925,2011,3,22,Hastings-Sunrise,49.28115368,-123.0440396,21,23,1,1
341926,2011,6,11,Hastings-Sunrise,49.28115368,-123.0440396,17,19,5,1
341927,2011,10,21,Hastings-Sunrise,49.28115368,-123.0440396,23,20,4,1
341940,2011,3,2,Central Business District,49.27694118,-123.1226763,8,16,2,1
341941,2011,4,17,Central Business District,49.27694118,-123.1226763,14,37,6,1
341948,2011,1,27,Central Business District,49.28011249,-123.1178719,14,55,3,1
341984,2011,8,30,Sunset,49.21286734,-123.0831659,23,26,1,1
342008,2011,3,19,Renfrew-Collingwood,49.25812042,-123.0338767,23,43,5,1
342012,2011,8,12,Renfrew-Collingwood,49.23593539,-123.0423372,12,47,4,1
342033,2011,9,27,Sunset,49.21208445,-123.1055588,16,50,1,1
342046,2011,11,21,Killarney,49.20771513,-123.0477087,7,22,0,1
342048,2011,2,13,Killarney,49.20772413,-123.0477087,17,45,6,1
342051,2011,2,7,Killarney,49.20815803,-123.0422586,21,59,0,1
342054,2011,3,1,Sunset,49.21104398,-123.1022339,21,54,1,1
342058,2011,5,4,Sunset,49.21114293,-123.1022341,15,11,2,1
342069,2011,9,20,Killarney,49.2077454,-123.038977,9,32,1,1
342072,2011,2,19,Marpole,49.21238935,-123.1065755,12,23,5,1
342074,2011,5,3,Sunset,49.21093073,-123.0979774,11,40,1,1
342076,2011,1,24,Sunset,49.21106823,-123.0832316,7,52,0,1
342082,2011,10,20,Sunset,49.21114732,-123.0857855,9,18,3,1
342086,2011,3,21,Sunset,49.21220588,-123.0771234,15,44,0,1
342087,2011,7,7,Sunset,49.21220588,-123.0771234,7,47,3,1
342105,2011,10,11,Central Business District,49.28182231,-123.1171473,3,41,1,1
342126,2011,12,20,Renfrew-Collingwood,49.24461288,-123.049654,13,22,1,1
342134,2011,3,3,Renfrew-Collingwood,49.24000534,-123.054073,7,50,3,1
342135,2011,10,2,Renfrew-Collingwood,49.24000534,-123.054073,7,5,6,1
342171,2011,1,14,Mount Pleasant,49.26245659,-123.0852696,12,47,4,1
342174,2011,4,10,Kensington-Cedar Cottage,49.25141463,-123.065051,10,14,6,1
342179,2011,1,10,Marpole,49.2077946,-123.1228346,16,53,0,1
342183,2011,4,4,Marpole,49.20884962,-123.1203934,15,52,0,1
342185,2011,8,27,Kerrisdale,49.22907188,-123.175836,14,42,5,1
342186,2011,7,28,Marpole,49.20857826,-123.1451743,8,5,3,1
342191,2011,9,24,Musqueam,49.23011991,-123.1787104,11,14,5,1
342217,2011,1,14,Grandview-Woodland,49.2811736,-123.0597691,17,52,4,1
342223,2011,7,11,West End,49.27965616,-123.1322524,15,57,0,1
342225,2011,4,20,West End,49.28179157,-123.1291094,16,15,2,1
342235,2011,7,15,West End,49.28459375,-123.1248541,21,28,4,1
342248,2011,8,5,Hastings-Sunrise,49.27182143,-123.029006,17,59,4,1
342257,2011,9,25,Killarney,49.2246316,-123.0322744,15,8,6,1
342258,2011,1,11,Killarney,49.2246406,-123.0322744,6,50,1,1
342260,2011,4,9,Strathcona,49.27739784,-123.0849654,16,18,5,1
342261,2011,1,8,Strathcona,49.27768289,-123.0997181,16,5,5,1
342266,2011,4,23,Kensington-Cedar Cottage,49.24840565,-123.0566517,22,17,5,1
342272,2011,10,8,Grandview-Woodland,49.27660566,-123.056574,22,28,5,1
342276,2011,1,11,Strathcona,49.27678168,-123.0785989,13,59,1,1
342284,2011,6,8,Kensington-Cedar Cottage,49.26138083,-123.06593,17,16,2,1
342289,2011,2,7,Kensington-Cedar Cottage,49.25026325,-123.0650357,15,49,0,1
342290,2011,8,18,Kensington-Cedar Cottage,49.2493817,-123.0650621,18,6,3,1
342291,2011,6,14,Kensington-Cedar Cottage,49.24005346,-123.0653795,13,30,1,1
342306,2011,1,23,Victoria-Fraserview,49.2251661,-123.0657582,11,7,6,1
342309,2011,1,10,Victoria-Fraserview,49.22026362,-123.0658753,13,8,0,1
342312,2011,1,24,Grandview-Woodland,49.27838193,-123.0656089,18,13,0,1
342316,2011,3,8,Grandview-Woodland,49.27046608,-123.0657634,13,5,1,1
342320,2011,4,17,Victoria-Fraserview,49.2161707,-123.0659934,17,44,6,1
342326,2011,1,9,Victoria-Fraserview,49.20964006,-123.0661083,10,45,6,1
342339,2011,12,20,Kitsilano,49.26330149,-123.1740333,14,1,1,1
342341,2011,1,7,Kitsilano,49.26330151,-123.1740196,17,17,4,1
342349,2011,6,18,Kitsilano,49.26341531,-123.1818956,10,24,5,1
342367,2011,8,4,Fairview,49.26243663,-123.1266537,15,19,3,1
342374,2011,5,31,Mount Pleasant,49.262208,-123.1129226,9,45,1,1
342401,2011,12,14,Fairview,49.26079466,-123.1387028,19,50,2,1
342402,2011,12,24,Fairview,49.26079466,-123.1387028,18,42,5,1
342413,2011,11,24,Fairview,49.26087877,-123.1434859,18,23,3,1
342456,2011,11,12,Shaughnessy,49.25711085,-123.1272172,14,55,5,1
342458,2011,4,21,Dunbar-Southlands,49.25792287,-123.1907947,17,7,3,1
342463,2011,8,12,Arbutus Ridge,49.2562071,-123.1529548,13,36,4,1
342475,2011,11,14,Shaughnessy,49.25171346,-123.1274507,6,40,0,1
342476,2011,6,11,Riley Park,49.25096253,-123.1049134,18,37,5,1
342482,2011,7,6,Dunbar-Southlands,49.24611731,-123.1702082,20,51,2,1
342486,2011,11,8,Mount Pleasant,49.26668592,-123.1146373,19,9,1,1
342491,2011,8,18,Kitsilano,49.26993095,-123.1550866,0,20,3,1
342508,2011,10,26,South Cambie,49.24116037,-123.1206368,11,55,2,1
342519,2011,10,21,Shaughnessy,49.23807766,-123.1420324,13,59,4,1
342531,2011,6,28,Arbutus Ridge,49.23731372,-123.1554928,20,25,1,1
342537,2011,6,27,Kitsilano,49.26932866,-123.1737796,13,28,0,1
342540,2011,10,17,Dunbar-Southlands,49.23475245,-123.1787271,11,18,0,1
342545,2011,8,14,Riley Park,49.23359109,-123.1160304,16,4,6,1
342546,2011,10,28,Riley Park,49.23359109,-123.1160304,19,7,4,1
342547,2011,1,22,Riley Park,49.2336001,-123.1160167,9,46,5,1
342557,2011,1,24,Shaughnessy,49.23457984,-123.1549897,14,19,0,1
342559,2011,11,16,Oakridge,49.23337909,-123.1120876,8,18,2,1
342573,2011,12,28,Oakridge,49.23388418,-123.1280917,20,33,2,1
342575,2011,8,9,Kerrisdale,49.23464504,-123.1599488,16,50,1,1
342580,2011,12,16,Kerrisdale,49.23457908,-123.1555529,15,8,4,1
342583,2011,3,7,South Cambie,49.23385279,-123.1238883,16,33,0,1
342600,2011,10,6,Kerrisdale,49.22968792,-123.1397145,15,22,3,1
342603,2011,10,25,Oakridge,49.22594816,-123.1129636,11,43,1,1
342604,2011,11,4,Oakridge,49.22594816,-123.1129636,7,47,4,1
342608,2011,7,14,Oakridge,49.22607941,-123.1166584,9,44,3,1
342609,2011,2,21,Oakridge,49.22607943,-123.1166446,9,29,0,1
342623,2011,3,2,Oakridge,49.22636904,-123.1235949,18,14,2,1
342634,2011,10,12,Oakridge,49.22628998,-123.1218092,7,47,2,1
342648,2011,3,6,Kitsilano,49.26824236,-123.1598512,16,49,6,1
342658,2011,5,16,Kitsilano,49.26804227,-123.1479878,16,30,0,1
342678,2011,8,26,West Point Grey,49.26857672,-123.204513,15,46,4,1
342683,2011,6,22,Kerrisdale,49.22169975,-123.1400216,16,21,2,1
342688,2011,6,6,Kerrisdale,49.21956738,-123.154517,12,42,0,1
342697,2011,2,1,Marpole,49.21920339,-123.1285618,12,44,1,1
342726,2011,5,25,Marpole,49.21230711,-123.1171889,17,0,2,1
342745,2011,5,23,Marpole,49.21073699,-123.1302012,13,51,0,1
342767,2011,10,4,Marpole,49.20859459,-123.1392158,12,13,1,1
342779,2011,12,15,Marpole,49.20847011,-123.1302639,8,35,3,1
342790,2011,5,19,Marpole,49.20693028,-123.1317014,17,30,3,1
342811,2011,7,5,Kitsilano,49.26463594,-123.145751,18,15,1,1
342812,2011,6,4,Fairview,49.26405907,-123.1148923,20,59,5,1
342818,2011,2,23,Fairview,49.26446782,-123.1360879,17,12,2,1
342819,2011,4,14,West Point Grey,49.26525897,-123.1877441,15,4,3,1
342820,2011,1,26,West Point Grey,49.26525899,-123.1877303,10,10,2,1
342847,2011,9,10,Kitsilano,49.26423125,-123.1778027,1,15,5,1
342849,2011,9,5,Kitsilano,49.26370042,-123.145762,14,23,0,1
342853,2011,2,12,Mount Pleasant,49.26320463,-123.1147804,12,7,5,1
342863,2011,3,29,Fairview,49.26358333,-123.1385732,21,24,1,1
342872,2011,12,24,Fairview,49.26355929,-123.1360991,13,0,5,1
342880,2011,3,29,Kitsilano,49.26377524,-123.1505453,20,0,1,1
342881,2011,6,12,Kitsilano,49.26377524,-123.1505453,21,28,6,1
342892,2011,9,9,Kitsilano,49.2638917,-123.1576517,19,10,4,1
342893,2011,4,21,Kitsilano,49.26426408,-123.179837,23,59,3,1
342934,2011,8,14,Central Business District,49.28375324,-123.1200944,2,19,6,1
342952,2011,5,7,West End,49.28571998,-123.1231381,15,31,5,1
342963,2011,2,2,Central Business District,49.2840493,-123.1119137,0,3,2,1
342970,2011,12,27,Arbutus Ridge,49.25164629,-123.153133,0,44,1,1
342980,2011,2,16,Riley Park,49.24904565,-123.1152972,17,41,2,1
342987,2011,1,12,South Cambie,49.24910783,-123.1247096,15,8,2,1
343007,2011,9,30,Central Business District,49.286553,-123.117901,23,12,4,1
343012,2011,3,8,Central Business District,49.28276298,-123.1119245,17,4,1,1
343019,2011,3,20,Central Business District,49.28340971,-123.1128748,11,18,6,1
343021,2011,7,21,Central Business District,49.28070903,-123.1056089,10,51,3,1
343022,2011,1,5,Central Business District,49.28749488,-123.1204335,13,30,2,1
343029,2011,11,1,Mount Pleasant,49.25929602,-123.1005056,21,36,1,1
343045,2011,2,28,Mount Pleasant,49.26337555,-123.083292,19,28,0,1
343075,2011,3,4,Grandview-Woodland,49.2846786,-123.065521,23,4,4,1
343112,2011,1,27,Hastings-Sunrise,49.29073024,-123.0519694,17,35,3,1
343120,2011,5,12,Mount Pleasant,49.26038189,-123.1130009,19,47,3,1
343138,2011,4,6,Renfrew-Collingwood,49.25057893,-123.0442185,17,19,2,1
343140,2011,5,1,Killarney,49.23295658,-123.0459473,1,35,6,1
343168,2011,1,16,Kitsilano,49.26393984,-123.1681666,4,28,6,1
343171,2011,3,14,Renfrew-Collingwood,49.25811892,-123.0386456,10,27,0,1
343201,2011,6,20,Shaughnessy,49.2474092,-123.1391737,19,34,0,1
343208,2011,6,26,Central Business District,49.28134395,-123.099698,3,7,6,1
343209,2011,1,21,Strathcona,49.27948191,-123.0997355,15,19,4,1
343216,2011,3,31,Musqueam,49.23715505,-123.2052625,0,20,3,1
343234,2011,10,29,West End,49.28423698,-123.1220069,20,27,5,1
343237,2011,7,26,Central Business District,49.27590361,-123.1336034,8,35,1,1
343242,2011,8,11,West End,49.2808409,-123.1265633,3,23,3,1
343251,2011,12,6,Kensington-Cedar Cottage,49.24026605,-123.0843522,14,59,1,1
343258,2011,6,30,Central Business District,49.27908137,-123.1233003,22,25,3,1
343262,2011,8,30,Kensington-Cedar Cottage,49.25373255,-123.0834682,22,20,1,1
343263,2011,11,24,Kensington-Cedar Cottage,49.25373255,-123.0834682,11,22,3,1
343267,2011,8,25,Strathcona,49.27584779,-123.0998106,18,53,3,1
343273,2011,11,3,Strathcona,49.28268902,-123.0821833,13,43,3,1
343289,2011,9,9,Central Business District,49.28675951,-123.1182728,9,5,4,1
343300,2011,12,19,Central Business District,49.27908137,-123.1233003,14,28,0,1
343303,2011,4,4,Marpole,49.20448477,-123.1306378,16,10,0,1
343304,2011,6,10,Marpole,49.20448477,-123.1306378,17,15,4,1
343342,2011,11,23,Strathcona,49.27732871,-123.0810195,15,37,2,1
343347,2011,1,18,Fairview,49.26061645,-123.129494,17,35,1,1
343362,2011,2,10,Strathcona,49.27422973,-123.0985563,9,43,3,1
343364,2011,7,1,West End,49.28691306,-123.1261801,17,12,4,1
343372,2011,11,21,Mount Pleasant,49.26240673,-123.0795107,11,29,0,1
343404,2011,1,24,West End,49.28087184,-123.1387866,11,4,0,1
343410,2011,5,19,Grandview-Woodland,49.27312166,-123.0770809,17,25,3,1
343423,2011,8,27,Grandview-Woodland,49.28133458,-123.0765987,17,26,5,1
343440,2011,8,25,Fairview,49.26352562,-123.1341198,19,0,3,1
343462,2011,12,3,Fairview,49.26648428,-123.1347738,13,52,5,1
343472,2011,3,18,Kensington-Cedar Cottage,49.24305163,-123.0756052,17,45,4,1
343477,2011,6,16,Central Business District,49.27550215,-123.1307015,17,22,3,1
343512,2011,7,30,Fairview,49.27056649,-123.1361459,12,35,5,1
343540,2011,7,18,Shaughnessy,49.23899775,-123.1399194,12,0,0,1
343544,2011,5,19,Marpole,49.20854703,-123.1413437,20,53,3,1
343590,2011,11,26,Fairview,49.26989061,-123.1372025,16,36,5,1
343597,2011,5,8,Grandview-Woodland,49.26943833,-123.0696797,21,2,6,1
343604,2011,4,25,Grandview-Woodland,49.28124878,-123.0700538,0,29,0,1
343615,2011,2,2,Hastings-Sunrise,49.26924971,-123.0520843,15,20,2,1
343616,2011,5,2,Grandview-Woodland,49.28392038,-123.0700026,9,0,0,1
343617,2011,12,28,Grandview-Woodland,49.28392038,-123.0700026,23,56,2,1
343632,2011,8,25,Grandview-Woodland,49.26943833,-123.0696797,11,54,3,1
343666,2011,8,15,Grandview-Woodland,49.28432648,-123.0677894,17,29,0,1
343668,2011,1,8,Kensington-Cedar Cottage,49.25386892,-123.0675003,21,57,5,1
343670,2011,7,4,Kitsilano,49.25718711,-123.146375,16,53,0,1
343715,2011,3,16,West End,49.29387356,-123.1356737,2,49,2,1
343720,2011,12,3,Central Business District,49.28421651,-123.1063039,23,0,5,1
343721,2011,6,9,Central Business District,49.28386982,-123.1017244,14,0,3,1
343723,2011,6,23,Mount Pleasant,49.27155057,-123.1070878,12,38,3,1
343731,2011,9,29,Riley Park,49.24954299,-123.1030141,17,32,3,1
343754,2011,1,1,Central Business District,49.28139606,-123.1018293,22,17,5,1
343755,2011,2,5,Central Business District,49.28139606,-123.1018293,19,10,5,1
343756,2011,2,28,Central Business District,49.28139606,-123.1018293,17,23,0,1
343757,2011,6,23,Central Business District,49.28139606,-123.1018293,2,15,3,1
343758,2011,7,20,Central Business District,49.28139606,-123.1018293,17,17,2,1
343759,2011,12,3,Central Business District,49.28139606,-123.1018293,17,51,5,1
343760,2011,12,9,Central Business District,49.28139606,-123.1018293,23,4,4,1
343761,2011,12,15,Central Business District,49.28139606,-123.1018293,12,30,3,1
343776,2011,9,28,Central Business District,49.28043356,-123.101841,11,5,2,1
343784,2011,11,4,Central Business District,49.27295651,-123.1224877,8,55,4,1
343789,2011,9,30,Mount Pleasant,49.26928377,-123.1070966,16,6,4,1
343798,2011,11,2,Central Business District,49.28208345,-123.1076056,16,30,2,1
343799,2011,11,13,Central Business District,49.28208345,-123.1076056,7,12,6,1
