YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
381826,2013,1,9,49.27716336,-123.1166001,6,18,2,1,1
381831,2013,3,17,49.2760285,-123.1180409,1,56,6,1,1
381835,2013,4,28,49.27611833,-123.1181649,17,8,6,1,1
381849,2013,4,3,49.28674242,-123.1259321,22,5,2,1,22
381850,2013,10,26,49.286553,-123.117901,2,16,5,1,1
381851,2013,7,23,49.286553,-123.117901,23,14,1,1,1
381852,2013,7,16,49.28440884,-123.1210998,12,5,1,1,22
381855,2013,5,5,49.28440884,-123.1210998,4,21,6,1,22
381864,2013,3,30,49.28440884,-123.1210998,22,59,5,1,22
381865,2013,2,18,49.28440884,-123.1210998,19,25,0,1,22
381871,2013,5,6,49.26370042,-123.145762,11,54,0,1,9
381872,2013,7,25,49.26978141,-123.1455737,19,26,3,1,9
381880,2013,6,2,49.25809613,-123.1459791,13,1,6,1,9
381887,2013,6,18,49.26093874,-123.1458775,18,13,1,1,9
381893,2013,1,23,49.28221947,-123.1244356,1,51,2,1,22
381903,2013,10,17,49.27698433,-123.132479,21,47,3,1,22
381909,2013,10,2,49.28119228,-123.1260417,8,43,2,1,22
381911,2013,7,26,49.28119228,-123.1260417,15,45,4,1,22
381913,2013,8,9,49.28559798,-123.1193976,6,9,4,1,1
381918,2013,5,25,49.27802969,-123.1307907,7,0,5,1,1
381934,2013,10,22,49.28047152,-123.1270848,18,10,1,1,1
381940,2013,1,15,49.28047152,-123.1270848,12,24,1,1,1
381946,2013,3,30,49.27965616,-123.1322524,15,34,5,1,22
381947,2013,5,23,49.27835408,-123.1302966,18,45,3,1,1
381956,2013,10,19,49.28859219,-123.1288659,16,0,5,1,22
381964,2013,9,4,49.24846737,-123.1623568,9,18,2,1,0
381967,2013,2,4,49.27410748,-123.0234258,8,5,0,1,5
381974,2013,9,30,49.27576255,-123.0236466,9,48,0,1,5
381985,2013,5,7,49.26551701,-123.0237104,22,30,1,1,14
381995,2013,2,18,49.24511584,-123.0237968,7,21,0,1,14
381997,2013,10,11,49.25065696,-123.0235246,7,33,4,1,14
382011,2013,10,10,49.27318093,-123.0236591,14,50,3,1,5
382037,2013,3,21,49.25464119,-123.1785515,9,14,3,1,2
382038,2013,7,21,49.29116033,-123.1328195,22,32,6,1,22
382039,2013,6,29,49.27358493,-123.2057023,16,30,5,1,23
382043,2013,5,22,49.28321521,-123.1269406,17,50,2,1,22
382045,2013,12,22,49.2865107,-123.1320645,20,21,6,1,22
382047,2013,9,13,49.26824236,-123.1598512,8,1,4,1,9
382049,2013,6,26,49.22907188,-123.175836,15,21,2,1,7
382051,2013,9,11,49.2715844,-123.1093836,19,8,2,1,11
382056,2013,6,26,49.25606801,-123.118172,12,52,2,1,17
382082,2013,10,17,49.25140353,-123.1530498,13,1,3,1,0
382086,2013,5,13,49.26989814,-123.1527084,20,48,0,1,9
382098,2013,9,26,49.27077972,-123.1526699,9,22,3,1,9
382103,2013,1,2,49.26100141,-123.1530658,20,25,2,1,9
382106,2013,4,18,49.27254286,-123.1526066,11,56,3,1,9
382119,2013,12,3,49.26606459,-123.1321061,18,16,1,1,3
382134,2013,6,1,49.28935547,-123.1300368,10,25,5,1,22
382156,2013,10,25,49.27745663,-123.0441188,22,48,4,1,5
382181,2013,11,1,49.28292075,-123.1067961,23,6,4,1,1
382183,2013,5,19,49.28292075,-123.1067961,17,14,6,1,1
382188,2013,8,24,49.28799511,-123.1150442,12,2,5,1,1
382218,2013,11,12,49.26245684,-123.0849398,8,57,1,1,11
382224,2013,9,22,49.27851822,-123.1283035,3,47,6,1,1
382232,2013,6,29,49.2758799,-123.1307438,14,32,5,1,1
382234,2013,10,4,49.28246491,-123.12203,15,31,4,1,1
382270,2013,2,5,49.20516914,-123.1299944,9,18,1,1,10
382281,2013,9,11,49.20731562,-123.1405713,17,33,2,1,10
382283,2013,8,25,49.29573606,-123.1498312,14,55,6,1,18
382306,2013,4,5,49.20942633,-123.0771329,15,52,4,1,21
382307,2013,6,28,49.21158261,-123.1301485,18,26,4,1,10
382309,2013,6,19,49.21063174,-123.0770661,13,6,2,1,21
382310,2013,6,13,49.21063174,-123.0770661,16,55,3,1,21
382314,2013,5,29,49.21148647,-123.0417397,19,35,2,1,8
382319,2013,8,25,49.21098192,-123.0903573,21,19,6,1,20
382321,2013,10,1,49.27651362,-123.109532,19,32,1,1,1
382323,2013,9,29,49.27651362,-123.109532,1,52,6,1,1
382324,2013,6,7,49.27651362,-123.109532,16,58,4,1,1
382327,2013,10,30,49.24865453,-123.0897527,22,51,2,1,6
382339,2013,10,7,49.27629666,-123.1280777,18,7,0,1,1
382380,2013,5,13,49.21497693,-123.109849,16,3,0,1,10
382381,2013,9,12,49.21603578,-123.0659795,15,30,3,1,21
382389,2013,6,28,49.21999617,-123.0412937,8,12,4,1,8
382395,2013,7,20,49.26501859,-123.117836,15,37,5,1,3
382398,2013,2,12,49.24109921,-123.1188919,15,3,1,1,17
382403,2013,3,19,49.27444305,-123.1286228,17,22,1,1,1
382408,2013,9,28,49.28118909,-123.0911455,13,18,5,1,19
382409,2013,7,12,49.28118909,-123.0911455,11,56,4,1,19
382420,2013,7,5,49.27931926,-123.0772005,12,3,4,1,19
382422,2013,11,1,49.28773357,-123.1243807,18,36,4,1,1
382424,2013,10,11,49.27965172,-123.1108176,12,2,4,1,1
382426,2013,4,6,49.2795288,-123.1076275,22,8,5,1,1
382427,2013,4,3,49.2795288,-123.1076275,14,47,2,1,1
382449,2013,9,17,49.22607648,-123.0772961,13,50,1,1,20
382451,2013,4,10,49.22694825,-123.090716,9,32,2,1,20
382496,2013,12,29,49.26679546,-123.0928234,15,32,6,1,11
382499,2013,5,6,49.28131938,-123.1163486,17,7,0,1,1
382503,2013,8,15,49.26321305,-123.1153577,15,30,3,1,3
382505,2013,6,8,49.27995609,-123.0655973,3,0,5,1,4
382510,2013,3,2,49.2791482,-123.1196295,14,56,5,1,1
382512,2013,4,28,49.28306759,-123.0930189,16,21,6,1,19
382528,2013,11,19,49.26679546,-123.0928234,4,39,1,1,11
382530,2013,3,14,49.26679546,-123.0928234,10,11,3,1,11
382534,2013,3,14,49.26250486,-123.0926779,16,0,3,1,11
382560,2013,10,29,49.23084329,-123.0905995,11,8,1,1,20
382562,2013,8,10,49.23084329,-123.0905995,19,28,5,1,20
382576,2013,2,21,49.23336094,-123.0654943,12,3,3,1,6
382593,2013,4,8,49.23661885,-123.1279888,21,13,0,1,16
382599,2013,4,11,49.23812943,-123.1640676,8,5,3,1,0
382601,2013,11,20,49.2362016,-123.0236002,8,15,2,1,14
382658,2013,12,5,49.28118204,-123.0996839,11,4,3,1,19
382678,2013,9,16,49.26948264,-123.0957426,8,34,0,1,19
382679,2013,12,3,49.28126688,-123.095078,10,51,1,1,19
382715,2013,11,26,49.24133668,-123.0288919,17,36,1,1,14
382716,2013,1,5,49.24094242,-123.0505845,21,6,5,1,14
382725,2013,1,18,49.24437782,-123.1533716,11,42,4,1,0
382740,2013,5,11,49.26384508,-123.2096203,16,5,5,1,23
382745,2013,3,25,49.26384508,-123.2096203,17,45,0,1,23
382747,2013,9,5,49.24430382,-123.0566607,12,57,3,1,6
382785,2013,6,21,49.24860994,-123.0416198,17,2,4,1,14
382786,2013,11,1,49.24872049,-123.0566383,9,34,4,1,6
382787,2013,10,30,49.28213557,-123.0996446,18,49,2,1,1
382793,2013,1,31,49.27234154,-123.0976178,16,50,3,1,19
382799,2013,8,20,49.28131015,-123.0971267,8,0,1,1,19
382801,2013,7,17,49.28131015,-123.0971267,10,16,2,1,19
382802,2013,1,17,49.26283287,-123.0984924,16,22,3,1,11
382806,2013,3,7,49.25988767,-123.1884521,17,20,3,1,23
382807,2013,4,18,49.25046296,-123.0416077,15,29,3,1,14
382808,2013,7,19,49.25172708,-123.1390347,15,5,4,1,16
382813,2013,7,20,49.26950181,-123.1839524,12,12,5,1,9
382816,2013,12,20,49.20596792,-123.0262492,7,23,4,1,8
382822,2013,12,29,49.28113173,-123.027884,11,42,6,1,5
382826,2013,1,17,49.2347644,-123.1825871,11,0,3,1,2
382827,2013,8,26,49.26367199,-123.0281902,14,11,0,1,5
382828,2013,4,13,49.26367199,-123.0281902,15,52,5,1,5
382829,2013,2,6,49.26367199,-123.0281902,5,36,2,1,5
382834,2013,4,27,49.24447625,-123.0279595,16,23,5,1,14
382839,2013,8,23,49.23216973,-123.0319085,11,40,4,1,14
382841,2013,6,5,49.28113991,-123.0310463,8,1,2,1,5
382845,2013,5,23,49.26215112,-123.030842,7,22,3,1,14
382856,2013,12,23,49.20833078,-123.0368769,22,16,0,1,8
382861,2013,2,24,49.25481026,-123.0566315,11,18,6,1,6
382865,2013,3,16,49.23387782,-123.0353849,19,50,5,1,14
382870,2013,11,2,49.25679167,-123.1388016,12,17,5,1,16
382871,2013,7,13,49.22926277,-123.0369199,10,36,5,1,8
382873,2013,7,12,49.26935478,-123.0360013,17,40,4,1,5
382878,2013,9,15,49.2641826,-123.1743113,15,21,6,1,9
382895,2013,8,9,49.25735245,-123.1012026,19,11,4,1,11
382921,2013,1,23,49.23875195,-123.0393723,19,20,2,1,14
382939,2013,6,8,49.26189696,-123.0384836,17,47,5,1,14
382944,2013,5,3,49.24453572,-123.0398578,8,17,4,1,14
382963,2013,6,20,49.26936296,-123.0385306,7,54,3,1,5
382986,2013,9,28,49.23854745,-123.1734792,15,13,5,1,2
382987,2013,1,28,49.23589955,-123.0419388,11,14,0,1,14
382991,2013,7,15,49.25845878,-123.1200743,8,0,0,1,3
382995,2013,7,4,49.21145739,-123.1123264,17,38,3,1,10
382999,2013,1,10,49.27856476,-123.0993212,13,4,3,1,19
383002,2013,7,23,49.2822798,-123.0992874,19,24,1,1,19
383008,2013,6,25,49.23629587,-123.0997584,10,3,1,1,15
383016,2013,5,4,49.27856476,-123.0993212,18,37,5,1,19
383019,2013,10,6,49.25189078,-123.1712037,16,37,6,1,0
383027,2013,7,15,49.25818906,-123.0437581,14,12,0,1,14
383030,2013,11,3,49.28866489,-123.0434,14,39,6,1,5
383031,2013,8,27,49.25784597,-123.0470011,20,49,1,1,14
383033,2013,2,25,49.28115401,-123.0431734,16,38,0,1,5
383037,2013,7,10,49.25722615,-123.0448429,18,5,2,1,14
383038,2013,9,2,49.26839162,-123.1687453,2,23,0,1,9
383041,2013,8,27,49.23472375,-123.1678751,23,12,1,1,7
383043,2013,10,7,49.23688702,-123.0471598,15,42,0,1,14
383049,2013,2,20,49.26607422,-123.0260061,20,13,2,1,5
383065,2013,2,2,49.26668579,-123.02646,15,7,5,1,5
383066,2013,12,7,49.23809121,-123.0499359,19,38,5,1,14
383069,2013,10,14,49.26155938,-123.138595,3,18,0,1,3
383070,2013,4,6,49.26155938,-123.138595,22,35,5,1,3
383078,2013,9,22,49.27738883,-123.0314015,17,11,6,1,5
383080,2013,1,11,49.22456374,-123.1646544,12,20,4,1,7
383083,2013,5,29,49.26404342,-123.1649507,17,38,2,1,9
383085,2013,3,5,49.26833429,-123.1648412,14,18,1,1,9
383086,2013,2,28,49.26122791,-123.0659298,21,31,3,1,6
383090,2013,1,27,49.26228371,-123.1266533,19,59,6,1,3
383099,2013,12,27,49.26201656,-123.0542758,14,31,4,1,5
383111,2013,1,27,49.20720827,-123.0547512,4,24,6,1,8
383114,2013,9,13,49.24046365,-123.0550215,10,27,4,1,14
383115,2013,5,29,49.25818451,-123.054464,16,48,2,1,14
383120,2013,7,3,49.26201656,-123.0542758,22,20,2,1,5
383122,2013,10,22,49.2625216,-123.0237502,22,9,1,1,14
383123,2013,12,29,49.29047798,-123.0267341,9,15,6,1,5
383127,2013,10,30,49.29047798,-123.0267341,20,58,2,1,5
383131,2013,10,4,49.29047798,-123.0267341,16,40,4,1,5
383132,2013,5,18,49.29047798,-123.0267341,7,20,5,1,5
383133,2013,1,18,49.29047798,-123.0267341,7,58,4,1,5
383135,2013,3,22,49.29065787,-123.0268029,10,33,4,1,5
383139,2013,4,20,49.2627674,-123.0443256,17,45,5,1,5
383147,2013,3,20,49.28116639,-123.0562217,23,30,2,1,5
383154,2013,8,5,49.28299241,-123.05621,19,50,0,1,5
383166,2013,3,16,49.23977935,-123.0563808,18,37,5,1,14
383168,2013,3,27,49.26940965,-123.0562908,19,32,2,1,5
383184,2013,7,20,49.31128912,-123.1423528,18,48,5,1,18
383185,2013,5,5,49.31128912,-123.1423528,10,14,6,1,18
383186,2013,4,29,49.31128912,-123.1423528,8,0,0,1,18
383188,2013,1,20,49.31128912,-123.1423528,18,26,6,1,18
383238,2013,9,26,49.26223968,-123.0578907,22,40,3,1,4
383243,2013,10,13,49.24325808,-123.0611522,10,50,6,1,6
383256,2013,9,26,49.28479885,-123.0593884,18,4,3,1,4
383257,2013,7,12,49.28479885,-123.0593884,15,43,4,1,4
383260,2013,3,12,49.26382554,-123.1533357,2,26,1,1,9
383267,2013,2,9,49.22024655,-123.0642411,12,28,5,1,21
383269,2013,7,19,49.26653302,-123.1146232,22,23,4,1,11
383270,2013,5,8,49.21323737,-123.1525063,16,14,2,1,7
383271,2013,11,28,49.26814006,-123.1622564,18,16,3,1,9
383272,2013,3,26,49.24503708,-123.0649327,9,12,1,1,6
383273,2013,8,9,49.26711865,-123.1384044,14,19,4,1,3
383283,2013,4,21,49.28208345,-123.1076056,13,45,6,1,1
383299,2013,1,1,49.26295519,-123.1026435,14,45,1,1,11
383305,2013,1,24,49.26022954,-123.1027615,14,10,3,1,11
383309,2013,2,21,49.23449658,-123.1499206,10,20,3,1,7
383317,2013,10,3,49.29278712,-123.1339791,7,45,3,1,22
383321,2013,7,19,49.23255868,-123.0683916,11,28,4,1,21
383322,2013,5,4,49.25030684,-123.0674542,18,4,5,1,6
383326,2013,10,13,49.28729905,-123.1423525,18,30,6,1,22
383330,2013,9,21,49.29177251,-123.1323811,13,6,5,1,22
383338,2013,6,7,49.26958245,-123.06935,10,42,4,1,4
383339,2013,10,16,49.26947194,-123.0735012,17,27,2,1,4
383341,2013,8,16,49.2270358,-123.1457914,16,52,4,1,7
383344,2013,12,20,49.23442176,-123.1451126,7,20,4,1,16
383345,2013,9,10,49.27665293,-123.0689199,9,45,1,1,4
383346,2013,9,28,49.26936283,-123.0599473,17,36,5,1,4
383349,2013,7,19,49.28392038,-123.0700026,9,50,4,1,4
383353,2013,2,21,49.22521678,-123.0713068,11,7,3,1,21
383354,2013,10,5,49.23262019,-123.0708092,1,22,5,1,21
383368,2013,11,23,49.26362486,-123.1414185,21,50,5,1,3
383376,2013,5,7,49.28959548,-123.132554,15,28,1,1,22
383385,2013,5,16,49.26959028,-123.0712607,9,21,3,1,4
383393,2013,11,6,49.26689069,-123.07292,10,32,2,1,4
383396,2013,6,13,49.27089047,-123.136023,17,50,3,1,3
383418,2013,2,1,49.26880795,-123.1398937,14,1,4,1,3
383429,2013,11,30,49.27236652,-123.0999686,2,41,5,1,19
383438,2013,5,20,49.25038451,-123.0728682,13,30,0,1,6
383440,2013,10,5,49.27056649,-123.1361459,13,45,5,1,3
383441,2013,11,1,49.27364354,-123.1276584,13,15,4,1,1
383457,2013,8,19,49.27195931,-123.0657104,18,54,0,1,4
383458,2013,12,15,49.20451992,-123.1390533,9,41,6,1,10
383482,2013,4,2,49.27201099,-123.0696146,19,12,1,1,4
383487,2013,4,13,49.2721105,-123.0236586,17,40,5,1,5
383499,2013,9,7,49.27580184,-123.1281589,21,20,5,1,1
383531,2013,4,6,49.26140107,-123.0768427,23,33,5,1,6
383535,2013,1,3,49.20431714,-123.1355932,13,50,3,1,10
383557,2013,6,28,49.27698208,-123.1264572,18,5,4,1,1
383559,2013,2,5,49.28120715,-123.0788259,4,0,1,1,19
383562,2013,4,11,49.26425104,-123.0790876,14,36,3,1,11
383563,2013,8,16,49.28505442,-123.1389359,22,17,4,1,22
383565,2013,9,21,49.28691306,-123.1261801,14,17,5,1,22
383576,2013,11,3,49.28831809,-123.1402377,21,12,6,1,22
383579,2013,8,2,49.27502452,-123.1145878,13,20,4,1,1
383588,2013,6,20,49.24916478,-123.1301648,12,6,3,1,16
383591,2013,12,13,49.28596247,-123.1234962,14,24,4,1,1
383592,2013,5,13,49.28596247,-123.1234962,23,26,0,1,1
383600,2013,12,22,49.27928442,-123.1268481,4,5,6,1,1
383602,2013,11,30,49.24856164,-123.0815907,16,22,5,1,6
383603,2013,6,7,49.28097181,-123.080943,15,7,4,1,19
383605,2013,6,7,49.28097181,-123.080943,5,49,4,1,19
383609,2013,4,6,49.28345769,-123.1272988,3,49,5,1,22
383613,2013,6,26,49.25462639,-123.1288187,9,46,2,1,16
383618,2013,10,2,49.26516184,-123.126963,14,38,2,1,3
383631,2013,6,11,49.27584779,-123.0998106,16,58,1,1,19
383637,2013,11,28,49.26244026,-123.0830018,17,35,3,1,11
383638,2013,7,22,49.26244026,-123.0830018,15,1,0,1,11
383639,2013,8,24,49.27929945,-123.1295154,16,30,5,1,22
383641,2013,5,10,49.27929945,-123.1295154,0,14,4,1,22
383643,2013,11,24,49.2808409,-123.1265633,3,30,6,1,22
383645,2013,2,18,49.2808409,-123.1265633,12,53,0,1,22
383647,2013,9,2,49.27590361,-123.1336034,11,22,0,1,1
383672,2013,7,15,49.28483152,-123.0655212,14,15,0,1,4
383673,2013,10,7,49.24117846,-123.0453917,9,52,0,1,14
383685,2013,3,4,49.28118909,-123.0911455,22,49,0,1,19
383689,2013,5,20,49.31128912,-123.1423528,20,30,0,1,18
383690,2013,6,28,49.25869677,-123.071781,13,25,4,1,6
383692,2013,5,6,49.26936992,-123.0442353,14,25,0,1,5
383694,2013,5,29,49.26937094,-123.0414723,0,20,2,1,5
383704,2013,12,27,49.24885081,-123.1121914,14,40,4,1,15
383706,2013,12,3,49.24885081,-123.1121914,9,49,1,1,15
383708,2013,12,23,49.2631795,-123.1128973,13,31,0,1,11
383712,2013,6,20,49.25869971,-123.1130795,11,24,3,1,11
383719,2013,10,19,49.28156431,-123.1047995,13,11,5,1,1
383720,2013,11,8,49.29455589,-123.1367758,6,59,4,1,18
383721,2013,8,15,49.29455589,-123.1367758,7,55,3,1,18
383722,2013,8,1,49.29455589,-123.1367758,2,26,3,1,18
383724,2013,4,4,49.29455589,-123.1367758,14,47,3,1,18
383725,2013,2,22,49.29455589,-123.1367758,21,13,4,1,18
383727,2013,2,22,49.29455589,-123.1367758,9,20,4,1,18
383729,2013,1,5,49.29455589,-123.1367758,20,20,5,1,18
383775,2013,5,4,49.24881223,-123.1054035,16,17,5,1,15
383777,2013,12,18,49.28156431,-123.1047995,16,16,2,1,1
383778,2013,2,19,49.28156431,-123.1047995,8,18,1,1,1
383780,2013,2,16,49.28156431,-123.1047995,1,49,5,1,1
383811,2013,2,12,49.2664887,-123.1044377,10,59,1,1,11
383834,2013,10,16,49.26507747,-123.121781,14,4,2,1,3
383835,2013,3,21,49.23385279,-123.1238883,19,40,3,1,17
383855,2013,12,12,49.22167581,-123.1518457,9,58,3,1,7
383856,2013,4,20,49.26018659,-123.1004525,10,0,5,1,11
383857,2013,2,20,49.29056918,-123.1306038,22,13,2,1,22
383858,2013,9,11,49.28748587,-123.1204473,17,18,2,1,1
383859,2013,10,24,49.28836429,-123.1233922,15,57,3,1,1
383860,2013,6,19,49.286553,-123.117901,11,20,2,1,1
383865,2013,8,12,49.28105802,-123.1075896,20,20,0,1,1
383869,2013,7,27,49.28105802,-123.1075896,4,8,5,1,1
383873,2013,5,7,49.24991053,-123.1720763,21,16,1,1,2
383909,2013,10,27,49.28794536,-123.1197471,17,14,6,1,1
383912,2013,1,22,49.28146579,-123.1043318,17,23,1,1,1
383914,2013,5,1,49.28998874,-123.126793,9,30,2,1,1
383919,2013,9,28,49.29454719,-123.1365282,9,45,5,1,1
383920,2013,9,23,49.29454719,-123.1365282,6,14,0,1,1
383933,2013,4,18,49.2926165,-123.1337311,6,47,3,1,22
383936,2013,10,6,49.28440884,-123.1210998,4,16,6,1,22
383937,2013,6,12,49.28440884,-123.1210998,21,46,2,1,22
383938,2013,4,13,49.28440884,-123.1210998,2,57,5,1,22
383945,2013,4,4,49.28440884,-123.1210998,21,15,3,1,22
383950,2013,4,29,49.2631795,-123.1128973,13,18,0,1,11
383961,2013,7,22,49.26300714,-123.1048977,22,31,0,1,11
383972,2013,7,24,49.26304134,-123.1068357,15,29,2,1,11
383988,2013,11,19,49.26358333,-123.1385732,22,57,1,1,3
383989,2013,3,12,49.26358333,-123.1385732,14,33,1,1,3
383990,2013,1,8,49.26358333,-123.1385732,20,26,1,1,3
383992,2013,12,30,49.26370042,-123.145762,22,0,0,1,9
383996,2013,5,17,49.26416508,-123.1739951,13,30,4,1,9
383998,2013,2,5,49.26324685,-123.1175294,11,31,1,1,3
384016,2013,7,11,49.26445882,-123.1360878,17,25,3,1,3
384017,2013,7,12,49.2640322,-123.1147686,14,25,4,1,11
384041,2013,4,18,49.26496761,-123.1148669,16,36,3,1,3
384049,2013,8,19,49.20708867,-123.1422594,16,1,0,1,10
384053,2013,8,16,49.20706372,-123.1405981,15,42,4,1,10
384056,2013,2,27,49.20853001,-123.1405473,11,36,2,1,10
384059,2013,7,17,49.26599886,-123.1265391,14,40,2,1,3
384073,2013,12,22,49.21087789,-123.1404579,12,34,6,1,10
384088,2013,10,4,49.21225423,-123.1404068,15,44,4,1,10
384089,2013,5,6,49.21225423,-123.1404068,8,25,0,1,10
384091,2013,4,18,49.21297692,-123.130111,18,0,3,1,10
384094,2013,10,11,49.21230726,-123.1170379,17,0,4,1,10
384106,2013,8,13,49.21736377,-123.1402291,14,31,1,1,10
384108,2013,9,27,49.21920339,-123.1285618,21,29,4,1,10
384122,2013,4,12,49.21956738,-123.154517,16,3,4,1,7
384124,2013,4,19,49.22390804,-123.1284504,10,1,4,1,13
384132,2013,1,28,49.26832571,-123.1645526,14,10,0,1,9
384134,2013,11,18,49.26824236,-123.1598512,22,51,0,1,9
384139,2013,12,17,49.2685995,-123.1856948,18,30,1,1,23
384141,2013,4,17,49.22636904,-123.1235949,19,31,2,1,13
384142,2013,10,21,49.22696223,-123.1398167,21,38,0,1,7
384160,2013,2,19,49.23062347,-123.139676,7,59,1,1,7
384161,2013,1,8,49.23062347,-123.139676,15,57,1,1,7
384163,2013,5,14,49.23076426,-123.1493736,8,20,1,1,7
384166,2013,5,9,49.23385279,-123.1238883,11,14,3,1,17
384167,2013,3,22,49.23385279,-123.1238883,8,31,4,1,17
384169,2013,2,14,49.23457908,-123.1555529,12,0,3,1,7
384191,2013,5,28,49.23471126,-123.1702652,8,49,1,1,7
384197,2013,11,14,49.23433856,-123.1396315,10,45,3,1,7
384215,2013,10,13,49.23359109,-123.1160304,11,24,6,1,15
384227,2013,2,23,49.26877401,-123.1382028,17,20,5,1,3
384232,2013,7,10,49.2420442,-123.1494489,17,21,2,1,0
384239,2013,5,30,49.24233029,-123.1702227,13,35,3,1,2
384246,2013,10,28,49.24108157,-123.1185484,7,25,0,1,17
384248,2013,6,9,49.24237602,-123.1277976,12,6,6,1,16
384254,2013,5,31,49.26920505,-123.1046634,9,7,4,1,11
384266,2013,10,24,49.24616611,-123.1852672,3,32,3,1,2
384268,2013,9,9,49.24614961,-123.1786033,16,7,0,1,2
384271,2013,9,11,49.24553042,-123.1454886,16,57,2,1,16
384272,2013,12,24,49.25103794,-123.1818639,14,45,1,1,2
384273,2013,11,4,49.2527863,-123.1677989,12,2,0,1,0
384276,2013,9,10,49.25300359,-123.1152514,17,20,1,1,17
384278,2013,5,6,49.27134908,-123.1875197,16,16,0,1,23
384288,2013,7,31,49.27066304,-123.1454938,17,21,2,1,9
384296,2013,8,14,49.25735639,-123.1851304,11,16,2,1,2
384344,2013,5,10,49.26200185,-123.2091864,14,15,4,1,23
384371,2013,7,9,49.26233858,-123.1682436,22,25,1,1,9
384380,2013,1,19,49.262208,-123.1129226,13,48,5,1,11
384384,2013,5,23,49.26378844,-123.2061014,19,31,3,1,23
384385,2013,3,20,49.26243663,-123.1266537,13,0,2,1,3
384408,2013,9,23,49.26255456,-123.1337598,10,44,0,1,3
384409,2013,10,1,49.26297988,-123.1600541,16,20,1,1,9
384430,2013,9,24,49.26217387,-123.1110121,9,25,1,1,11
384432,2013,5,30,49.24513589,-123.0651801,10,10,3,1,6
384434,2013,1,30,49.24513589,-123.0651801,15,11,2,1,6
384438,2013,1,7,49.24513589,-123.0651801,11,2,0,1,6
384442,2013,3,12,49.27127565,-123.0657507,18,12,1,1,4
384450,2013,10,30,49.22026362,-123.0658753,18,50,2,1,21
384453,2013,9,5,49.22026362,-123.0658753,18,44,3,1,21
384471,2013,10,6,49.26684997,-123.0658273,11,5,6,1,4
384477,2013,2,28,49.2251661,-123.0657719,14,37,3,1,21
384488,2013,11,22,49.23279422,-123.065521,17,43,4,1,21
384545,2013,3,21,49.25864626,-123.0659676,17,21,3,1,6
384546,2013,5,27,49.2595368,-123.065955,15,44,0,1,6
384548,2013,3,27,49.26043632,-123.0659425,9,31,2,1,6
384567,2013,9,28,49.27677267,-123.0786126,1,47,5,1,19
384604,2013,9,20,49.27758747,-123.0955384,21,3,4,1,19
384620,2013,8,24,49.28389391,-123.051976,14,50,5,1,5
384622,2013,2,21,49.27182143,-123.029006,19,59,3,1,5
384623,2013,1,22,49.26642501,-123.0260888,22,51,1,1,5
384624,2013,5,6,49.26387647,-123.2121357,17,8,0,1,23
384627,2013,8,29,49.28748587,-123.1204473,9,19,3,1,1
384634,2013,7,5,49.27241313,-123.0980578,19,45,4,1,19
384638,2013,7,4,49.27285228,-123.0999421,11,25,3,1,19
384641,2013,5,29,49.27287912,-123.1001071,13,51,2,1,1
384646,2013,10,31,49.27944924,-123.1061149,20,34,3,1,1
384647,2013,4,14,49.22858791,-123.1746668,18,10,6,1,7
384650,2013,8,8,49.23481327,-123.1966536,20,18,3,1,12
384651,2013,9,28,49.20464688,-123.1304598,19,28,5,1,10
384652,2013,4,18,49.20464688,-123.1304598,15,36,3,1,10
384658,2013,10,23,49.23319243,-123.1923203,15,59,2,1,12
384661,2013,4,16,49.20531887,-123.1404009,18,16,1,1,10
384663,2013,3,31,49.23011991,-123.1787104,10,4,6,1,12
384664,2013,9,14,49.20945379,-123.118967,14,39,5,1,10
384666,2013,6,7,49.20945379,-123.118967,15,42,4,1,10
384667,2013,2,27,49.20884962,-123.1203934,15,33,2,1,10
384672,2013,11,17,49.25141463,-123.065051,14,2,6,1,6
384676,2013,8,22,49.21097897,-123.0940507,17,20,3,1,20
384682,2013,10,4,49.25927089,-123.0983479,10,17,4,1,11
384684,2013,6,22,49.2748912,-123.1129516,19,47,5,1,1
384691,2013,7,20,49.28032471,-123.121406,13,0,5,1,1
384700,2013,5,3,49.27716336,-123.1166001,15,44,4,1,1
384717,2013,6,6,49.28221947,-123.1244356,16,40,3,1,22
384728,2013,4,27,49.26957469,-123.0494454,18,3,5,1,5
384730,2013,3,31,49.28113162,-123.0283377,11,40,6,1,5
384775,2013,10,11,49.28401144,-123.1138387,20,56,4,1,1
384776,2013,9,28,49.28401144,-123.1138387,2,56,5,1,1
384780,2013,3,16,49.2807142,-123.1188083,10,58,5,1,1
384781,2013,1,20,49.2807142,-123.1188083,22,17,6,1,1
384783,2013,5,23,49.27544355,-123.1267832,6,55,3,1,1
384790,2013,10,16,49.21097957,-123.0933092,23,30,2,1,20
384795,2013,2,19,49.2077454,-123.038977,12,17,1,1,8
384812,2013,1,29,49.21104398,-123.1022339,18,57,1,1,20
384813,2013,1,19,49.21104398,-123.1022339,8,5,5,1,20
384815,2013,9,26,49.21097231,-123.0911399,21,8,3,1,20
384817,2013,4,2,49.21208445,-123.1055588,16,30,1,1,20
384820,2013,7,12,49.21101158,-123.07395,12,23,4,1,21
